STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
844520,99999, 20170615,   69.7,22,   62.6,22, 1014.1, 7, 1010.6, 7,   6.0,16,  10.3,22,  18.1, 999.9,   78.8*,  64.4 , 0.00I,999.9, 000000,
844520,99999, 20170616,   68.1,24,   61.9,24, 1014.6, 7, 1011.1, 7,   6.2,23,   9.2,24,  18.1, 999.9,   73.4*,  66.2*, 0.00I,999.9, 000000,
844520,99999, 20170617,   68.0,24,   60.2,24, 1014.6, 7, 1011.1, 7,   6.2,23,  10.5,24,  14.0, 999.9,   74.3 ,  64.9 , 0.00I,999.9, 000000,
844520,99999, 20170618,   67.7,24,   60.6,24, 1014.4, 7, 1010.9, 7,   6.2,24,   8.7,24,  14.0, 999.9,   72.7 ,  64.4*, 0.00I,999.9, 000000,
844520,99999, 20170619,   69.5,24,   60.6,24, 1012.7, 8, 1009.2, 8,   6.2,17,   9.1,24,  14.0, 999.9,   77.0*,  62.6 , 0.00I,999.9, 000000,
844520,99999, 20170620,   70.3,24,   61.3,24, 1013.2, 8, 1009.7, 8,   6.2, 8,  10.6,24,  15.0, 999.9,   77.9 ,  65.5 , 0.00I,999.9, 000000,
844520,99999, 20170621,   69.6,24,   62.5,24, 1013.5, 7, 1010.0, 7,   6.2,12,  10.7,24,  14.0, 999.9,   78.8 ,  64.8 , 0.00I,999.9, 000000,
844520,99999, 20170622,   69.1,24,   62.8,24, 1013.1, 8, 1009.6, 8,   6.2,24,   8.9,24,  13.0, 999.9,   77.7 ,  66.2 , 0.00I,999.9, 000000,
844520,99999, 20170623,   68.7,24,   61.6,24, 1012.7, 7, 1009.2, 7,   6.2,18,   8.6,24,  13.0, 999.9,   74.7 ,  65.8 , 0.00I,999.9, 000000,
844520,99999, 20170624,   69.3,24,   62.6,24, 1013.5, 8, 1010.0, 8,   6.2,17,   7.9,24,  13.0, 999.9,   77.0*,  64.4*, 0.00I,999.9, 000000,
844520,99999, 20170625,   69.3,24,   62.6,24, 1014.5, 7, 1011.0, 7,   6.1,19,   9.3,24,  18.1, 999.9,   75.6 ,  65.3*, 0.00I,999.9, 000000,
844520,99999, 20170626,   67.1,22,   62.5,22, 1014.2, 6, 1010.7, 6,   5.9,20,   9.7,22,  15.0, 999.9,   77.0 ,  64.4 , 0.00I,999.9, 000000,
844520,99999, 20170627,   68.9,24,   61.1,24, 1014.9, 8, 1011.4, 8,   6.2,21,  11.0,24,  18.1, 999.9,   75.2*,  64.8 , 0.00I,999.9, 000000,
844520,99999, 20170628,   66.4,15,   60.1,15, 1014.2, 7, 1010.7, 7,   6.2, 9,  11.5,15,  17.1, 999.9,   73.4*,  63.5 , 0.00I,999.9, 000000,
844520,99999, 20170629,   68.5,10,   60.2,10, 1014.2, 8, 1010.7, 8,   6.2, 8,  13.9,10,  20.0, 999.9,   74.1*,  63.7 , 0.00I,999.9, 000000,
844520,99999, 20170630,   67.8,21,   60.8,21, 1013.6, 7, 1010.1, 7,   6.2,16,  13.1,21,  19.0, 999.9,   75.4 ,  63.9*, 0.00I,999.9, 000000,
844520,99999, 20170701,   67.0,24,   61.0,24, 1013.2, 8, 1010.1, 8,   6.2,19,   7.9,24,  14.0, 999.9,   74.5 ,  62.6*, 0.00I,999.9, 000000,
844520,99999, 20170702,   68.7,24,   61.1,24, 1014.3, 8, 1010.8, 8,   6.1,21,   6.1,24,  11.1, 999.9,   75.2*,  63.1 , 0.00I,999.9, 000000,
844520,99999, 20170703,   68.1,24,   61.3,24, 1015.0, 8, 1011.5, 8,   6.2,12,  12.4,24,  21.0, 999.9,   77.0 ,  60.4 , 0.00I,999.9, 000000,
844520,99999, 20170704,   67.1,24,   61.2,24, 1014.4, 6, 1010.9, 6,   6.2,21,  10.3,24,  17.1, 999.9,   70.2*,  63.3 , 0.00I,999.9, 000000,
844520,99999, 20170705,   68.4,23,   60.1,23, 1014.6, 6, 1011.1, 6,   6.1,18,  10.7,23,  18.1, 999.9,   75.9*,  62.6*, 0.00I,999.9, 000000,
844520,99999, 20170706,   67.0,24,   60.6,24, 1014.1, 7, 1010.7, 7,   6.0,16,  11.6,24,  17.1, 999.9,   75.9 ,  62.6*, 0.00I,999.9, 000000,
844520,99999, 20170707,   66.7,24,   60.9,24, 1014.5, 7, 1011.0, 7,   6.2,17,   9.3,24,  12.0, 999.9,   75.7 ,  61.9 , 0.00I,999.9, 000000,
844520,99999, 20170708,   67.5,24,   60.7,24, 1014.7, 5, 1011.3, 5,   6.2,15,   8.6,24,  13.0, 999.9,   73.9*,  61.9 , 0.00I,999.9, 000000,
844520,99999, 20170709,   67.2,24,   61.6,24, 1014.0, 8, 1010.5, 8,   6.2,19,   7.9,24,  13.0, 999.9,   75.2 ,  62.6 , 0.00I,999.9, 000000,
844520,99999, 20170710,   67.2,24,   62.2,24, 1013.9, 8, 1010.3, 8,   6.2,22,   7.3,24,  11.1, 999.9,   74.8 ,  64.4*, 0.00I,999.9, 000000,
844520,99999, 20170711,   67.6,24,   61.7,24, 1014.4, 7, 1010.9, 7,   6.2,24,   5.6,24,   8.9, 999.9,   71.6*,  65.1 , 0.00I,999.9, 000000,
844520,99999, 20170712,   67.5,24,   62.4,24, 1014.6, 6, 1010.9, 7,   6.2,23,   7.3,24,  11.1, 999.9,   71.6*,  65.3*, 0.00I,999.9, 000000,
844520,99999, 20170713,   67.4,24,   61.7,24, 1015.7, 8, 1012.2, 8,   6.2,24,  11.4,24,  14.0, 999.9,   71.6*,  61.9 , 0.00I,999.9, 000000,
844520,99999, 20170714,   68.5,24,   59.6,24, 1015.9, 7, 1012.4, 7,   6.2,21,  10.2,24,  13.0, 999.9,   73.4*,  65.1 , 0.00I,999.9, 000000,
844520,99999, 20170715,   67.2,24,   59.6,24, 1017.4, 8, 1013.9, 8,   6.2,13,   9.7,24,  17.1, 999.9,   75.2*,  62.4 , 0.00I,999.9, 000000,
844520,99999, 20170716,   66.8,24,   60.5,24, 1015.5, 8, 1012.0, 8,   6.2,18,   9.7,24,  17.1, 999.9,   74.5 ,  60.1 , 0.00I,999.9, 000000,
844520,99999, 20170717,   67.6,24,   60.3,24, 1012.8, 5, 1009.4, 5,   6.1, 8,  12.3,24,  20.0, 999.9,   75.2*,  61.7 , 0.00I,999.9, 000000,
844520,99999, 20170718,   67.0,24,   59.6,24, 1013.0, 7, 1009.6, 7,   6.2,12,  10.6,24,  15.9, 999.9,   75.2 ,  58.8 , 0.00I,999.9, 000000,
844520,99999, 20170719,   67.5,24,   60.0,24, 1014.9, 8, 1011.4, 8,   6.2,14,   8.6,24,  13.0, 999.9,   74.3 ,  61.7 , 0.00I,999.9, 000000,
844520,99999, 20170720,   67.1,23,   60.6,23, 1014.9, 8, 1011.4, 8,   6.2,20,   8.0,23,  13.0, 999.9,   75.2 ,  63.3 , 0.00I,999.9, 000000,
844520,99999, 20170721,   67.4,24,   60.4,24, 1014.5, 8, 1011.0, 8,   6.2,17,   6.7,24,  15.9, 999.9,   75.2*,  63.5*, 0.00I,999.9, 000000,
844520,99999, 20170722,   66.7,24,   60.3,24, 1015.4, 8, 1011.9, 8,   6.2,18,   7.1,24,  15.0, 999.9,   75.9 ,  61.7 , 0.00I,999.9, 000000,
844520,99999, 20170723,   66.1,22,   60.8,22, 1014.2, 8, 1010.7, 8,   5.6,16,  10.6,22,  15.9, 999.9,   74.3 ,  62.6*, 0.00I,999.9, 000000,
844520,99999, 20170724,   65.6,16,   60.4,16, 1013.1, 7, 1009.6, 7,   5.6,16,   6.8,16,  14.0, 999.9,   71.2 ,  61.7 , 0.00I,999.9, 000000,
844520,99999, 20170725,   67.5,24,   59.7,24, 1013.3, 7, 1009.9, 7,   6.2,24,   9.2,24,  15.9, 999.9,   75.2*,  64.4 , 0.00I,999.9, 000000,
844520,99999, 20170726,   66.9,24,   59.9,24, 1012.8, 6, 1009.4, 6,   6.2, 8,   9.7,24,  15.0, 999.9,   75.6 ,  60.8*, 0.00I,999.9, 000000,
844520,99999, 20170727,   66.6,24,   60.8,24, 1012.7, 8, 1009.2, 8,   6.0,17,   9.7,24,  15.0, 999.9,   75.6 ,  61.5 , 0.00I,999.9, 000000,
844520,99999, 20170728,   66.2,24,   60.2,24, 1013.4, 7, 1009.9, 7,   6.2,18,   9.9,24,  15.0, 999.9,   73.9 ,  58.3 , 0.00I,999.9, 000000,
844520,99999, 20170729,   67.5,24,   61.7,24, 1014.5, 7, 1011.0, 7,   6.0,22,   9.0,24,  14.0, 999.9,   75.2*,  62.6 , 0.00I,999.9, 000000,
844520,99999, 20170730,   67.8,24,   60.3,24, 1015.2, 8, 1011.7, 8,   6.1,18,   8.6,24,  13.0, 999.9,   74.8 ,  62.6*, 0.00I,999.9, 000000,
844520,99999, 20170731,   67.4,24,   61.0,24, 1015.7, 8, 1012.2, 8,   6.1,15,   8.1,24,  15.9, 999.9,   74.5 ,  60.8*, 0.00I,999.9, 000000,
844520,99999, 20170801,   67.9,24,   61.8,24, 1014.9, 7, 1011.4, 7,   6.2,22,  10.2,24,  15.9, 999.9,   74.7 ,  65.1 , 0.00I,999.9, 000000,
